1.000	30.620000
2.000	30.620000
3.000	30.620000
4.000	30.620000
5.000	30.620000
6.000	30.620000
7.000	30.620000
8.000	30.620000
9.000	30.620000
10.00	30.680000
11.00	30.680000
12.00	30.620000
13.00	30.620000
14.00	30.680000
15.00	30.680000
16.00	30.680000
17.00	30.680000
18.00	30.680000
19.00	30.750000
20.00	30.750000
21.00	30.750000
22.00	30.750000
23.00	30.810000
24.00	30.810000
25.00	30.870000
26.00	30.930000
27.00	30.930000
28.00	31.000000
29.00	31.060000
30.00	31.180000
31.00	31.180000
32.00	31.250000
33.00	31.370000
34.00	31.430000
35.00	31.500000
36.00	31.560000
37.00	31.620000
38.00	31.680000
39.00	31.810000
40.00	31.810000
41.00	31.930000
42.00	32.000000
43.00	32.060000
44.00	32.120000
45.00	32.180000
46.00	32.250000
47.00	32.310000
48.00	32.370000
49.00	32.430000
50.00	32.500000
51.00	32.560000
52.00	32.680000
53.00	32.680000
54.00	32.810000
55.00	32.870000
56.00	32.870000
57.00	32.930000
58.00	33.000000
59.00	33.000000
60.00	33.060000
61.00	33.060000
62.00	33.120000
63.00	33.180000
64.00	33.250000
65.00	33.250000
66.00	33.310000
67.00	33.370000
68.00	33.370000
69.00	33.430000
70.00	33.500000
71.00	33.500000
72.00	33.560000
73.00	33.620000
74.00	33.620000
75.00	33.680000
76.00	33.750000
77.00	33.750000
78.00	33.750000
79.00	33.810000
80.00	33.870000
81.00	33.870000
82.00	33.930000
83.00	33.930000
84.00	34.000000
85.00	34.060000
86.00	34.060000
87.00	34.120000
88.00	34.120000
89.00	34.180000
90.00	34.250000
91.00	34.310000
92.00	34.310000
93.00	34.310000
94.00	34.370000
95.00	34.430000
96.00	34.430000
97.00	34.500000
98.00	34.500000
99.00	34.560000
100.0	34.560000
101.0	34.620000
102.0	34.620000
103.0	34.620000
104.0	34.680000
105.0	34.750000
106.0	34.750000
107.0	34.750000
108.0	34.810000
109.0	34.810000
110.0	34.870000
111.0	34.870000
112.0	34.930000
113.0	34.930000
114.0	35.000000
115.0	35.000000
116.0	35.000000
117.0	35.060000
118.0	35.060000
119.0	35.120000
120.0	35.120000
121.0	35.120000
122.0	35.180000
123.0	35.180000
124.0	35.180000
125.0	35.250000
126.0	35.250000
127.0	35.250000
128.0	35.250000
129.0	35.250000
130.0	35.310000
131.0	35.310000
132.0	35.310000
133.0	35.370000
134.0	35.370000
135.0	35.370000
136.0	35.430000
137.0	35.430000
138.0	35.430000
139.0	35.500000
140.0	35.500000
141.0	35.500000
142.0	35.560000
143.0	35.560000
144.0	35.560000
145.0	35.560000
146.0	35.560000
147.0	35.620000
148.0	35.620000
149.0	35.620000
150.0	35.620000
151.0	35.680000
152.0	35.680000
153.0	35.680000
154.0	35.680000
155.0	35.750000
156.0	35.750000
157.0	35.750000
158.0	35.810000
159.0	35.810000
160.0	35.810000
161.0	35.810000
162.0	35.870000
163.0	35.870000
164.0	35.870000
165.0	35.870000
166.0	35.930000
167.0	35.930000
168.0	35.930000
169.0	35.930000
170.0	36.000000
171.0	36.000000
172.0	36.000000
173.0	36.000000
174.0	36.000000
175.0	36.000000
176.0	36.060000
177.0	36.060000
178.0	36.060000
179.0	36.060000
180.0	36.060000
181.0	36.060000
182.0	36.060000
183.0	36.060000
184.0	36.060000
185.0	36.060000
186.0	36.060000
187.0	36.060000
188.0	36.060000
189.0	36.120000
