-0.500000	-0.500000	-1.557730	-1.557730\\ 
-0.500000	-0.475000	-1.530088	-1.530088\\ 
-0.500000	-0.450000	-1.502446	-1.502446\\ 
-0.500000	-0.425000	-1.474804	-1.474804\\ 
-0.500000	-0.400000	-1.447162	-1.447162\\ 
-0.500000	-0.375000	-1.419521	-1.419521\\ 
-0.500000	-0.350000	-1.391879	-1.391879\\ 
-0.500000	-0.325000	-1.364237	-1.364237\\ 
-0.500000	-0.300000	-1.336595	-1.336595\\ 
-0.500000	-0.275000	-1.308953	-1.308953\\ 
-0.500000	-0.250000	-1.281312	-1.281312\\ 
-0.500000	-0.225000	-1.253670	-1.253670\\ 
-0.500000	-0.200000	-1.226028	-1.226028\\ 
-0.500000	-0.175000	-1.198386	-1.198386\\ 
-0.500000	-0.150000	-1.170744	-1.170744\\ 
-0.500000	-0.125000	-1.143103	-1.143103\\ 
-0.500000	-0.100000	-1.115461	-1.115461\\ 
-0.500000	-0.075000	-1.087819	-1.087819\\ 
-0.500000	-0.050000	-1.060177	-1.060177\\ 
-0.500000	-0.025000	-1.032536	-1.032536\\ 
-0.500000	0.000000	-1.004894	-1.004894\\ 
-0.500000	0.025000	-0.977252	-0.977252\\ 
-0.500000	0.050000	-0.949610	-0.949610\\ 
-0.500000	0.075000	-0.921968	-0.921968\\ 
-0.500000	0.100000	-0.894327	-0.894327\\ 
-0.500000	0.125000	-0.866685	-0.866685\\ 
-0.500000	0.150000	-0.839043	-0.839043\\ 
-0.500000	0.175000	-0.811401	-0.811401\\ 
-0.500000	0.200000	-0.783759	-0.783759\\ 
-0.500000	0.225000	-0.756118	-0.756118\\ 
-0.500000	0.250000	-0.728476	-0.728476\\ 
-0.500000	0.275000	-0.700834	-0.700834\\ 
-0.500000	0.300000	-0.673192	-0.673192\\ 
-0.500000	0.325000	-0.645551	-0.645551\\ 
-0.500000	0.350000	-0.617909	-0.617909\\ 
-0.500000	0.375000	-0.590267	-0.590267\\ 
-0.500000	0.400000	-0.562625	-0.562625\\ 
-0.500000	0.425000	-0.534983	-0.534983\\ 
-0.500000	0.450000	-0.507342	-0.507342\\ 
-0.500000	0.475000	-0.479700	-0.479700\\ 
-0.500000	0.500000	-0.452058	-0.452058\\ 
